ticker,ARKG,ARKK,ARKQ,ARKW,ARKX,BUG,DJIA 30,FW-bloom,FW-clean_energy,FW-concrete,FW-cyclicals,FW-earthy,FW-exosphere,FW-techtonic,FW-yosemite,NASDAQ 100,S&P 500,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,total,company,sector,industry,ref_etf
YNDX,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Yandex,Communication Services,Internet Content & Information,XLC
YUM,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,Yum Brands,Consumer Cyclical,Restaurants,XLY
Z,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,4,Zillow Gr,Communication Services,Internet Content & Information,XLC
ZBH,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,Zimmer Biomet Holdings,Healthcare,Medical Devices,XLV
ZBRA,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,3,Zebra Technologies,Technology,Communication Equipment,XLK
ZEN,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,Zendesk,Technology,Software‚ Application,XLK
ZION,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,Zions Bancorp,Financial Services,Banks‚ Regional,XLF
ZIXI,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,Zix,Technology,Software‚ Infrastructure,XLK
ZM,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,3,Zoom Video Communications,Communication Services,Software‚ Application,XLC
ZS,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,Zscaler,#N/A,#N/A,#N/A
ZY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Zymergen,Basic Materials,Chemicals,XLB
